Table_Name|Table_Order|Created_Date|Modified_Date|Results|Notes|Inactive
g11a|1g11a|1900-01-01 00:00:00.000|2023-09-26 14:28:41.523|Fatal|NULL|N
g12a|1g12a|1900-01-01 00:00:00.000|2021-08-31 00:00:00.000|Fatal|NULL|N
g12b|1g12b|2021-08-31 00:00:00.000|NULL|Explanation|NULL|N
g13a|1g13a|1900-01-01 00:00:00.000|2021-08-31 00:00:00.000|Fatal|NULL|N
g13b|1g13b|2021-08-31 00:00:00.000|2023-08-28 08:40:46.020|Explanation|NULL|Y
g14a|1g14a|1900-01-01 00:00:00.000|2021-08-31 00:00:00.000|Fatal|NULL|N
g14b|1g14b|2021-08-31 00:00:00.000|NULL|Explanation|NULL|N
g15a|1g15a|1900-01-01 00:00:00.000|2021-08-31 00:00:00.000|Fatal|NULL|N
g15b|1g15b|2021-08-31 00:00:00.000|NULL|Explanation|NULL|N
g16a|1g16a|1900-01-01 00:00:00.000|2022-08-17 14:22:57.020|Explanation|NULL|N
g17a|1g17a|1900-01-01 00:00:00.000|2020-09-02 00:00:00.000|Fatal|NULL|N
g17b|1g17b|2023-07-26 08:31:48.760|NULL|Fatal|NULL|N
g18a|1g18a|1900-01-01 00:00:00.000|2022-03-24 12:03:58.200|Fatal|NULL|N
g18b|1g18b|2022-03-24 09:52:59.673|2023-09-28 12:24:58.667|Explanation|NULL|N
g18c|1g18c|2022-03-24 12:33:04.100|NULL|Explanation|NULL|N
g19a|1g19a|1900-01-01 00:00:00.000|2020-09-04 00:00:00.000|Fatal|NULL|N
g20a|1g20a|2021-08-31 00:00:00.000|NULL|Explanation|NULL|N
g21a|1g21a|2021-08-30 00:00:00.000|NULL|Fatal|NULL|N
g21b|1g21b|2021-08-30 00:00:00.000|NULL|Fatal|NULL|N
g21c|1g21c|2021-08-30 00:00:00.000|NULL|Fatal|NULL|N
g21d|1g21d|1900-01-01 00:00:00.000|2015-10-09 00:00:00.000|Fatal|NULL|N
g21e|1g21e|2021-09-01 00:00:00.000|NULL|Fatal|NULL|N
g22a|1g22a|2015-08-25 00:00:00.000|2021-08-31 00:00:00.000|Fatal|NULL|N
g23a|1g23a|2015-08-25 00:00:00.000|2021-08-31 00:00:00.000|Fatal|NULL|N
g24a|1g24a|1900-01-01 00:00:00.000|NULL|Data|NULL|N
g25a|1g25a|1900-01-01 00:00:00.000|NULL|Fatal|NULL|N
g26a|1g26a|1900-01-01 00:00:00.000|2023-09-26 14:28:41.523|Explanation|NULL|N
g27a|1g27a|1900-01-01 00:00:00.000|2023-09-26 14:28:41.523|Fatal|NULL|N
g28a|1g28a|2016-10-13 00:00:00.000|NULL|Explanation|NULL|N
g99a|1g99a|1900-01-01 00:00:00.000|2022-09-15 17:11:18.043|Count|NULL|Y
g99b|1g99b|1900-01-01 00:00:00.000|2022-09-15 17:11:18.043|Count|NULL|Y
g99c|1g99c|1900-01-01 00:00:00.000|2022-09-15 17:11:18.043|Count|NULL|Y
g99d|1g99d|1900-01-01 00:00:00.000|2022-09-15 17:11:18.043|Count|NULL|Y
g99e|1g99e|1900-01-01 00:00:00.000|2022-09-15 17:11:18.043|Count|NULL|Y
g99f|1g99f|1900-01-01 00:00:00.000|2020-09-02 00:00:00.000|Count|NULL|N
